CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HouseholdIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,Telecommute,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonthly,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber
7618-WWRKRN-8S6,3,1,1,52,15,1,0,6,0,165,9.7,4.561425,11.443575,0,0,1,2,2,0,0,1,3,1,1,91.6,31,,1,1,2,31,2,83.92,0,61,12.8,771.55,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,13,1,0,1,0,1
8877-ZFRMNO-VHG,3,5,1,70,18,6,0,20,0,117,7.1,0.49842,7.80858,0,0,1,6,2,1,0,0,1,1,1,60.2,26,,1,0,2,13,8,459.83,1,32,10.25,306.9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,17,0,0,0,0,1
3845-JKYVBV-CUZ,1,2,1,43,11,2,0,5,0,43,1.7,0.369155,0.361845,0,1,4,12,3,0,0,1,3,1,1,23.2,27,,1,0,4,22,12,161.61,1,58,22.7,1252,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,18,0,0,0,0,1
9841-HCDWMI-E3T,1,2,1,77,14,6,1,36,1,58,12.3,5.871282,1.262718,0,1,2,0,0,0,0,0,2,1,0,27.9,24,,0,0,3,37,16,409.68,1,70,18.85,1426.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,1
6411-UBAAYJ-XDJ,1,1,0,52,17,1,0,8,0,27,15,0.4374,3.6126,0,0,1,4,1,3,0,1,0,-1,-1,-1,24,,1,0,4,35,12,252.66,1,65,12,817.15,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,21,0,0,0,0,1
6670-CAOOLM-DC3,2,1,1,30,17,6,1,4,0,40,12.6,2.07648,2.96352,1,0,1,0,0,0,0,0,3,1,0,19.1,31,,1,0,4,12,7,75.09,1,43,9.8,409.35,1,34.25,1403.7,1,0,0,0,1,0,0,0,0,0,0,0,1,27,1,1,1,0,1
8896-GPAXGQ-GFS,1,1,1,55,17,6,0,17,0,143,6.4,2.83712,6.31488,0,1,4,0,0,0,0,1,1,1,0,59.9,22,,0,1,3,37,9,411.07,0,71,32.4,2317.75,1,39.05,2846.05,1,0,0,0,1,0,0,4,0,0,0,0,1,21,1,1,1,0,1
1716-RVHNCT-ZVF,3,2,1,54,17,1,0,13,0,118,25.6,19.665408,10.542592,1,0,1,0,0,0,0,1,2,1,0,65.5,27,,1,1,1,21,7,334.92,0,40,10.45,463.95,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,24,0,0,0,0,1
4668-SXFBSK-ENH,2,4,1,31,17,3,0,5,0,18,20.2,1.574388,2.061612,1,0,3,3,0,0,0,1,2,1,1,11,28,,0,0,2,13,14,139.07,1,22,4.5,106.5,1,25.4,582.8,0,0,0,0,1,0,0,3,0,0,0,0,1,13,1,1,1,0,0
6281-YXHVKP-VKM,3,1,1,60,17,6,0,22,1,20,22.4,2.11904,2.36096,0,1,2,0,0,0,0,1,3,1,1,9.5,22,,1,1,1,26,9,376.24,0,58,18.1,1023.95,1,24,1486.05,1,0,0,0,1,0,0,1,0,0,0,0,0,25,1,0,1,0,1
2627-JVEEIV-9S6,5,5,1,49,11,2,0,5,0,31,0.3,0.016089,0.076911,0,0,1,2,0,0,0,0,3,1,0,18.4,34,,0,1,1,20,9,314.78,0,30,26.8,759.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,26,0,0,0,0,1
1844-MWTFIG-QB1,2,2,1,39,17,1,0,5,0,36,17.1,0.966492,5.189508,0,0,1,1,1,0,0,1,1,1,0,16.7,37,,1,1,2,2,10,408.68,1,5,3.45,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0
8789-SCPEIS-C7B,5,1,1,25,14,1,0,2,0,13,8.6,0.260494,0.857506,0,1,6,4,0,0,0,0,3,0,0,5.6,22,,1,0,1,7,15,613.15,0,39,8.45,361.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0
2247-HJDSTO-CGV,2,1,0,74,14,1,0,13,1,11,1.7,0.075735,0.111265,0,1,2,7,0,0,0,0,0,-1,-1,-1,21,,0,1,3,25,1,16.45,0,51,10.25,533.9,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,16,1,0,0,0,0
7291-GKVRNH-DFX,2,5,0,46,14,3,0,9,0,43,6.5,1.931345,0.863655,0,1,3,4,1,3,0,0,0,-1,-1,-1,25,,0,1,2,27,11,313.29,1,38,21.2,808.35,0,0,0,1,1,35.1,1312.6,0,1,1,0,1,1,1,1,0,19,1,0,1,1,0
6672-TXBPJN-IDF,2,1,0,33,8,4,0,8,0,25,8.1,0.76545,1.25955,0,0,1,3,2,1,0,0,2,1,1,12.4,26,,1,1,3,15,8,386.23,0,45,12.25,534.2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,12,1,0,0,0,1
8350-CWQQCH-O07,2,1,0,26,19,1,0,0,0,36,3.9,0.796068,0.607932,1,0,1,9,0,0,2,1,3,1,1,13.4,12,,1,1,1,8,8,158.2,1,14,4.7,84.25,1,29.95,434.2,0,1,21.45,255.15,1,0,0,4,0,0,0,0,1,16,1,1,1,0,0
6127-NZFYZA-1CA,2,1,0,62,14,5,0,31,1,11,23.1,1.847307,0.693693,0,1,2,3,2,1,0,0,1,0,1,5.5,23,,1,1,2,40,10,123.12,1,72,78.6,5727.95,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,20,1,0,0,0,1
1341-ZSKCOA-3SH,3,1,1,22,17,6,0,0,0,36,11,0.86328,3.09672,0,0,2,2,1,1,0,1,0,-1,-1,-1,23,,0,1,2,2,10,86.16,1,2,5.6,11.5,1,18.2,20.05,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,1,0,0,0
6618-IFTTDL-V8P,4,4,0,43,20,2,0,2,0,42,5.4,0.637308,1.630692,0,0,1,8,0,0,1,0,2,1,0,25,18,,0,0,4,2,6,133.16,1,10,5.1,52.1,1,48.45,455.05,1,1,31.6,283.5,1,1,1,1,1,1,1,1,1,19,1,1,1,1,0
8505-MZQBHT-GH5,1,2,0,62,11,2,0,14,0,48,11,2.57664,2.70336,0,1,2,4,0,0,0,0,4,1,1,23.8,29,,0,0,2,32,16,317.58,0,64,18.8,1139.1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,27,0,0,0,0,0
7556-RQGMIC-BXZ,1,3,1,51,10,1,0,10,0,31,19,3.03335,2.85665,0,0,1,0,0,0,0,1,3,1,0,12.7,30,,0,0,4,12,5,76.91,0,34,7.5,278.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1
5060-SERQNE-ND1,1,3,0,37,13,2,0,3,0,16,11.8,0.653248,1.234752,1,0,2,8,0,0,0,0,2,1,1,7.6,23,,0,1,2,10,12,230.84,0,17,6.45,105.6,1,27.5,432.95,0,0,0,0,1,0,0,3,0,0,0,0,1,27,1,1,1,1,1
2394-ACVTAK-ENR,2,1,1,57,20,1,1,9,0,47,9.4,1.36958,3.04842,0,1,2,3,0,3,0,0,1,1,1,34.5,27,,0,1,4,25,13,645.78,0,58,18.05,948.4,1,35.65,2049.9,1,1,27.3,1691.4,1,0,1,2,1,1,1,1,1,22,1,0,0,0,0
5561-RICGZN-AJ6,5,3,0,75,13,2,1,10,1,14,5.7,0.256956,0.541044,0,1,2,4,0,0,0,1,4,0,0,6.6,27,,0,0,2,27,11,375.94,0,60,16.65,968.85,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,21,1,0,0,1,1
6531-KXPPVV-UYG,1,2,0,68,13,1,0,9,0,47,18.4,4.981248,3.666752,1,1,2,0,0,0,0,0,4,1,1,26,27,,0,0,4,35,13,456.4,0,66,39.9,2724.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,1,0,1
5540-HQXVZL-NKU,4,4,0,55,17,3,0,21,0,181,5.1,1.144644,8.086356,0,0,1,5,0,1,0,0,2,1,1,94.6,22,,1,1,4,13,10,522.01,0,33,16,572.3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,15,1,0,0,0,0
9860-AXCYEV-DW4,3,1,1,39,19,1,0,6,0,92,11.6,6.413872,4.258128,1,0,1,1,1,0,0,1,2,1,1,49.7,25,,1,1,2,3,15,416.75,0,6,2.95,14.3,1,32.15,140.6,0,1,22.95,113.55,0,1,1,2,1,0,0,1,0,14,1,1,1,1,0
2476-OPMBAR-76N,2,4,1,31,18,5,0,5,0,33,3.5,0.507045,0.647955,1,0,3,0,0,0,0,1,2,1,0,19.8,33,,0,1,4,7,11,289.57,0,14,6,84.05,1,32.85,469.7,0,1,15.65,226.6,0,0,0,2,0,0,0,0,1,20,1,1,0,1,0
1644-WUTPTF-V6K,1,1,1,74,12,5,0,28,1,13,4.8,0.16536,0.45864,0,0,1,1,1,0,0,0,0,-1,-1,-1,33,,0,0,3,40,8,57.97,1,72,63.15,4615.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,1,0,1
7150-DZQCQB-HXX,5,4,1,72,15,1,0,11,0,43,11.3,3.172927,1.686073,1,1,2,2,2,0,0,0,2,1,1,22.8,31,,1,0,3,27,14,588.93,0,59,8.9,532.1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,22,0,0,0,0,1
5112-XIXXKN-WNM,4,2,1,31,14,5,0,7,0,34,15.4,1.528912,3.707088,0,0,1,1,0,1,0,1,0,-1,-1,-1,26,,0,1,3,3,12,278.45,0,7,3.2,17.25,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,15,1,1,1,0,0
0296-BWZTYP-TSU,1,1,0,71,20,3,1,20,0,193,3.3,1.490346,4.878654,0,1,2,0,0,0,0,1,3,1,1,95.6,19,,0,1,4,27,9,503.66,0,61,23.05,1379.35,0,0,0,1,1,38.9,2355.75,0,1,1,0,1,1,1,1,0,20,0,1,0,0,0
9322-UHIXUR-7C7,3,4,1,27,15,1,0,3,0,33,2.7,0.376893,0.514107,0,0,1,0,0,0,0,1,1,1,0,14.5,24,,0,0,2,9,8,212.06,1,29,7.65,181.05,1,33.85,1038.45,0,1,26.45,742.7,1,1,1,3,1,1,0,0,1,17,1,1,1,0,0
8512-KZJXAA-A34,5,2,0,58,13,3,0,13,0,54,16.4,1.186704,7.669296,0,0,1,7,0,0,0,1,3,1,0,28,23,,0,1,3,18,12,226.22,1,43,9.1,399.1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,18,1,1,0,0,1
7962-MQXUZL-867,4,2,1,42,12,2,1,5,0,117,0.9,0.102141,0.950859,0,0,3,5,1,0,0,1,3,1,1,40.9,23,,1,1,5,7,13,364.97,1,17,7.25,97.35,0,0,0,1,1,29.55,439.3,0,1,1,1,1,1,1,1,1,29,1,0,1,0,0
0739-WNEZRW-TK8,5,3,1,60,11,3,1,27,0,73,9.8,3.526922,3.627078,0,0,1,2,0,2,0,1,2,1,0,29.7,31,,0,1,3,25,7,251.69,1,60,11.75,661.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
4492-CGFPOU-I65,1,1,0,44,20,4,0,6,0,33,7.2,0.817344,1.558656,0,0,1,5,0,0,0,0,3,1,0,19.9,22,,0,1,1,3,11,234.84,0,8,8.65,45.55,1,78.8,568.9,1,1,72.45,468.1,1,1,1,2,1,1,1,1,1,18,1,1,1,1,0
9772-PVKSGK-BYH,4,1,1,70,14,1,0,20,0,102,13.3,5.114382,8.451618,0,0,2,1,0,0,1,1,2,1,1,62,18,,1,1,1,36,9,459.41,1,71,29.55,1993.4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,26,0,0,0,0,1
9523-USJEJO-ATB,3,2,0,67,17,1,0,16,0,103,21.3,9.938367,12.000633,1,1,2,1,1,0,0,1,1,1,0,62,24,,0,0,2,23,9,331.25,1,57,12.35,698.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
8763-QYSMSO-QJE,2,4,0,49,15,2,0,3,0,36,7.5,1.647,1.053,0,1,4,2,0,2,0,1,3,1,0,15.2,21,,0,1,4,11,13,419.45,0,16,5.65,92.75,0,0,0,1,1,36.2,564.2,1,1,1,1,1,1,1,1,0,20,1,0,1,1,0
6650-HLORKG-TOD,4,5,1,44,16,3,0,15,0,64,11.5,3.5328,3.8272,0,1,2,8,0,1,0,1,3,1,1,37.8,28,,0,0,3,26,9,393.26,1,64,18.05,1133.25,1,45.45,2765.15,1,0,0,0,1,0,0,2,1,1,1,1,1,25,1,1,1,1,1
2265-ODATGB-HEX,2,3,1,27,16,6,1,3,0,30,0.5,0.0678,0.0822,1,1,4,1,1,0,0,1,3,0,0,16.1,26,,1,0,1,9,11,339.16,0,43,11.5,443.8,1,52.4,2222.4,1,1,54.9,2247.65,1,1,1,0,1,1,1,1,0,14,1,1,1,0,0
7621-GEJAXT-BJC,3,1,1,54,13,1,0,16,0,74,17.3,4.519106,8.282894,0,0,1,0,0,0,0,0,4,1,0,38.4,15,,1,0,1,2,10,479.4,1,3,3.15,7.35,0,0,0,1,1,25.9,48.35,0,1,1,1,1,1,1,1,0,21,1,0,1,0,0
1150-JDPNOL-QAG,5,5,1,52,15,3,0,18,0,81,4.9,1.154979,2.814021,0,0,1,10,1,0,0,0,2,1,0,49.1,43,,0,0,1,34,10,1311.31,1,69,25.1,1768.15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20,1,0,0,0,1
5761-YOVILE-GCH,4,4,0,26,20,3,0,0,0,37,4,0.36704,1.11296,0,0,1,6,0,0,0,1,3,1,1,17.9,26,,0,1,5,5,20,885.19,1,14,7.15,89.85,1,56,711,1,1,60.5,817.85,1,1,1,2,1,1,1,1,1,12,1,1,1,1,0
0324-CARFOI-F9Q,2,3,0,45,14,1,1,6,0,63,14,3.37806,5.44194,0,0,2,13,2,0,0,1,3,1,0,38.4,23,,0,0,4,4,6,429.34,0,12,6.95,70.35,1,26.35,290.35,0,0,0,0,0,0,0,3,0,0,0,1,1,18,1,1,0,0,0
6945-YQLRLR-PF0,3,3,1,20,15,6,0,0,0,23,13.3,1.443848,1.615152,0,1,3,7,0,0,0,1,4,1,0,13.3,19,,0,1,2,2,11,150.01,1,13,4.4,53.6,1,28.55,339.75,1,0,0,0,1,0,1,3,0,0,0,0,1,17,1,1,1,0,1
2681-FGWTIM-PR4,3,5,0,62,16,4,0,21,1,20,4.6,0.3634,0.5566,0,1,2,9,1,0,0,1,3,1,0,8.3,33,,0,0,4,39,7,158.02,0,72,27.35,1870.15,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,16,1,0,1,0,1
5975-XCLPCP-DXU,3,2,0,25,13,2,1,0,0,24,15,1.1484,2.4516,0,1,4,0,0,0,0,1,2,1,0,10.7,33,,1,0,1,7,11,162.77,1,36,5.3,180.75,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,22,1,0,0,0,1
2589-LDUDOZ-UZ9,5,5,1,34,12,5,0,9,0,37,20.1,0.587523,6.849477,0,0,2,7,0,0,0,0,4,1,0,20.2,34,,0,1,1,16,13,257.77,1,45,8.55,415.6,1,38.4,1732.45,1,0,0,0,0,1,0,3,1,1,1,1,0,15,1,0,1,0,0
3549-VYOSGM-1YA,1,2,0,60,12,2,0,5,0,33,10.1,0.969903,2.363097,0,0,1,4,0,0,0,0,3,1,1,9.8,24,,1,0,3,32,11,471.31,0,66,14.15,932.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1
9433-QMQDMN-KPW,1,3,0,62,9,3,0,21,0,45,10.8,0.91854,3.94146,0,1,2,3,3,0,0,1,4,1,0,19.2,32,,1,1,2,32,11,706.45,0,67,16.75,1079.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
5912-YTXPVG-BNA,5,5,0,56,13,6,0,19,1,54,5.4,1.256796,1.659204,0,1,2,2,1,1,0,1,4,1,1,21.4,23,,1,0,4,39,8,241.47,0,72,27.3,1960.8,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,13,0,1,0,0,1
0522-AGGIEE-B3P,4,3,0,39,15,1,1,6,0,71,3.7,0.81437,1.81263,0,1,4,3,1,2,0,1,3,1,0,34.9,19,,1,1,3,21,8,172.47,0,41,16.35,662.7,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,18,1,0,0,0,1
0139-XRFSOB-402,1,2,0,35,16,3,0,7,0,51,0.9,0.13311,0.32589,0,1,2,0,0,0,0,1,3,1,1,17.4,26,,0,0,5,8,11,691.2,0,9,5.5,72.45,1,29.9,216.95,0,1,26.15,209.95,1,0,0,4,0,0,0,0,1,15,1,1,1,0,1
0297-JQFCXO-IEU,1,1,1,30,14,2,0,1,0,26,7.3,1.042002,0.855998,1,1,4,2,0,0,1,1,3,1,1,9.2,22,,1,0,4,12,10,351.23,1,43,14.05,648.6,1,46.6,1990.95,1,1,44.65,1971.85,0,1,1,2,1,1,1,1,1,20,1,1,1,1,1
2871-SNYBHM-CFV,3,3,1,27,15,2,0,0,0,70,14.8,0.52836,9.83164,0,1,5,4,0,1,0,1,0,-1,-1,-1,24,,0,1,4,3,16,733.45,1,14,3.15,55.75,1,33.3,438.65,0,1,24.95,302.2,1,1,1,4,1,0,0,0,1,24,1,1,1,0,0
0504-ADVPUZ-TX6,1,1,0,60,13,2,1,2,0,30,12.2,0.7503,2.9097,0,1,3,1,0,0,0,1,2,1,0,20.9,21,,1,0,1,19,8,282.24,1,55,6.25,386.3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,26,0,0,0,0,1
9381-GBLQVX-22A,1,2,0,61,9,1,1,22,0,105,10.7,3.79743,7.43757,0,1,3,0,0,0,0,1,1,1,0,43.8,23,,0,1,1,14,6,172.6,0,41,4.9,195.95,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,21,0,0,0,0,1
1328-FSHKMU-DEN,5,4,0,55,13,4,0,27,0,259,1.7,0.686868,3.716132,0,0,1,7,0,0,0,1,4,1,1,93.4,34,,0,1,1,11,9,440.7,1,26,8.25,183.6,1,22.85,595.95,1,0,0,0,1,0,0,2,0,0,0,0,1,26,1,1,1,0,0
3957-CXVHIS-5IC,1,2,0,26,16,2,0,1,0,40,17.4,2.91624,4.04376,0,0,5,11,0,1,0,0,1,1,1,21.5,32,,0,1,2,9,11,471.74,1,26,7.2,187.6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,20,0,1,1,0,0
5384-UZYOGL-D12,3,3,0,71,13,6,1,36,1,25,19.3,2.282225,2.542775,0,1,2,0,0,0,0,1,1,1,1,10.6,31,,0,1,4,39,13,523.12,0,72,68.35,4869.05,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,20,0,0,0,0,1
6461-FEHGND-IL1,4,1,1,66,13,5,0,26,0,49,14.9,0.868819,6.432181,0,0,1,0,0,0,0,0,2,1,0,22.9,22,,0,1,2,30,11,271.4,0,61,28.8,1617.85,0,0,0,1,1,57.4,3488.1,1,1,1,0,1,1,1,1,0,22,0,0,1,1,1
7514-EULFIQ-VLP,5,3,0,36,22,6,0,6,0,55,5.2,0.24596,2.61404,0,1,4,3,2,1,0,1,2,1,0,17.2,35,,1,0,2,18,5,159.04,0,47,6.4,282.55,1,49.85,2478.6,1,1,58,2635.85,1,1,1,2,1,1,1,1,1,14,1,1,1,1,0
3675-YYXWTP-H4F,4,3,0,67,14,2,0,9,0,65,31.1,9.440405,10.774595,1,1,2,1,1,0,0,1,2,1,1,26.3,24,,0,1,2,27,12,281.02,0,56,25.75,1416.3,1,47.3,2601.75,1,1,46.85,2519.15,1,1,1,3,1,1,1,1,1,20,1,1,0,1,1
4167-DAPNVW-9C5,5,5,0,54,14,5,1,8,0,24,8.1,0.101088,1.842912,0,0,2,0,0,0,0,0,2,1,0,16.8,31,,1,0,3,8,8,233.91,0,26,6.75,176.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,1,0,0,0
8035-AAOARQ-CHX,2,2,0,66,20,6,0,20,1,9,13.9,0.048789,1.202211,0,0,2,1,0,1,0,0,1,0,1,4.2,23,,0,0,3,25,13,151.8,1,51,13.3,679.25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
7118-OKIQZT-P01,4,4,0,27,12,2,0,1,0,22,1.6,0.176,0.176,0,1,4,0,0,0,0,1,1,1,0,7.4,24,,1,0,4,7,8,132.69,1,19,4.4,73.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0
2736-SHWWRW-TA2,2,1,0,33,20,1,0,3,0,98,24.4,5.786704,18.125296,1,0,1,5,2,0,0,0,1,1,1,60.2,28,,0,0,1,15,10,527.36,0,65,18.45,1210.3,1,38.95,2577.95,1,1,35.45,2215.4,1,1,0,2,0,0,0,0,1,20,1,1,1,1,1
1241-BECLPB-0DV,5,5,1,26,15,1,1,1,0,30,31.7,1.86396,7.64604,1,1,3,4,0,0,0,1,3,1,1,17.9,31,,0,0,3,8,13,309.9,0,25,8.85,233.5,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,25,0,1,1,1,0
4952-HQNBEK-KCJ,2,3,1,37,11,3,0,12,0,57,22.1,7.318857,5.278143,1,0,1,2,1,1,0,1,4,1,0,30.9,30,,0,1,3,19,8,155.14,1,63,14,966.75,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,20,1,1,0,0,1
8585-ZAIQRV-V3O,4,1,0,61,14,2,0,5,0,28,13.5,1.00548,2.77452,0,1,2,0,0,0,0,1,1,1,1,12.4,13,,1,1,1,2,11,273.25,0,5,3.1,14.7,1,38.15,162.35,1,1,36.65,133.35,1,1,1,4,1,1,1,1,1,22,1,1,1,1,0
0120-GCQSYY-BC4,4,4,0,75,15,2,0,13,0,63,11.4,3.432996,3.749004,0,0,1,2,2,0,0,0,1,1,1,27.1,24,,1,1,1,34,11,872.79,0,60,29.75,1750.15,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,18,1,1,0,0,0
9141-IMUZJW-U82,3,2,0,46,12,2,0,2,0,53,7.1,0.778941,2.984059,0,0,1,0,0,0,0,1,3,1,1,20.9,20,,0,1,4,1,12,177,1,3,3.55,9.9,1,22.7,51.45,1,0,0,0,0,0,0,2,0,0,0,0,1,19,1,1,0,0,0
1044-QRFUCQ-ROS,1,2,0,36,14,2,0,2,0,29,11.9,1.708245,1.742755,1,0,1,0,0,0,0,1,4,0,0,12.3,30,,0,1,2,2,12,115.47,0,9,1.55,13.05,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,15,0,0,0,0,0
9877-ZIUCDE-U4J,3,2,1,51,16,2,1,10,0,56,6.9,0.571872,3.292128,0,0,1,2,2,0,0,0,3,1,0,27.3,15,,0,0,3,12,7,450.5,0,27,6.35,166.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19,1,0,1,0,0
7820-PLZGTY-X1X,5,5,0,55,20,1,1,10,0,208,14.1,9.208992,20.119008,1,1,3,1,1,0,0,1,6,1,1,77.9,33,,0,1,4,13,10,470.95,0,19,8.8,165.25,1,29.6,521.1,1,0,0,0,1,0,0,3,0,0,0,0,1,14,1,0,1,0,1
9266-OLZOZZ-5H5,5,5,0,58,13,2,0,6,1,15,14.2,0.44091,1.68909,0,1,4,0,0,0,0,0,3,1,0,8,26,,1,0,2,15,8,192.49,0,46,9.7,448.05,1,33.45,1450.2,1,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,1
3493-FCRLYI-KXB,2,2,1,38,16,1,1,5,0,55,5.9,0.405625,2.839375,0,1,4,1,1,0,0,1,0,-1,-1,-1,20,,0,0,4,1,7,208.73,0,5,2.35,16.05,1,50.45,179.95,1,1,47.65,178.6,1,1,1,4,1,1,1,1,1,14,1,1,1,1,0
3757-RERTCC-6IF,3,4,0,40,18,1,1,3,0,101,2.1,0.752955,1.368045,0,0,1,5,2,0,1,0,1,1,1,48.7,20,,0,1,2,21,7,341.79,0,48,10.7,489.7,1,64.3,3006.3,1,1,101,4682.75,1,1,1,4,1,1,0,1,1,17,1,1,1,1,0
9932-JRQLDZ-AYG,3,4,0,26,14,2,1,1,0,19,4.1,0.317053,0.461947,1,0,1,2,1,0,0,0,2,1,0,10.1,33,,0,0,1,4,7,199.42,1,12,4.2,45.35,1,32.4,342.95,0,1,20.2,226.45,1,0,1,4,1,0,0,0,1,13,1,1,1,0,0
8413-FSASIJ-JYM,1,1,0,21,13,3,1,1,0,19,10.3,1.082221,0.874779,1,0,1,4,2,0,0,1,0,-1,-1,-1,11,,0,1,1,3,7,224.33,0,14,9.4,116.8,1,35.8,463.6,1,1,27.7,362.45,0,1,1,0,1,1,1,1,0,24,1,1,0,1,0
4537-OKWPPY-O6I,3,4,0,19,14,2,0,0,0,32,11.6,2.464768,1.247232,1,1,4,1,1,0,0,1,0,-1,-1,-1,26,,0,1,4,1,11,368.52,0,16,7.65,106.25,1,22.55,324.5,0,0,0,0,1,0,0,1,0,0,0,0,0,15,1,0,0,0,0
0206-WPXVWW-W8K,1,1,0,32,15,3,0,5,0,19,21.1,0.697566,3.311434,1,1,2,12,0,0,0,1,2,1,1,8.8,11,,0,0,1,14,15,474.96,0,45,14.65,711.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,26,0,1,0,0,0
4220-KXXAHD-2EE,5,4,1,42,17,1,0,11,0,78,10.9,0.926718,7.575282,0,0,1,10,0,2,0,0,6,1,1,49.8,23,,0,0,4,9,15,318.33,1,20,8.2,200.65,1,37.95,749.75,0,0,0,0,1,1,0,4,0,0,0,0,1,17,1,1,1,0,0
7153-LSYSBU-BBY,3,4,1,55,18,6,0,16,0,91,25.6,3.401216,19.894784,0,0,1,4,0,0,0,1,2,1,0,27.3,30,,1,1,1,30,10,314.44,0,63,29.25,1925.05,0,0,0,1,1,87.85,5516.95,1,1,1,0,1,1,1,1,1,20,1,0,0,1,1
0455-EFUBYG-CW2,5,2,0,59,11,3,0,26,0,78,9.2,2.97804,4.19796,0,1,4,0,0,0,0,1,2,1,1,46.7,22,,1,1,3,40,6,168.94,1,72,87.9,6307.4,0,0,0,1,0,0,0,1,0,0,3,1,1,1,1,0,21,1,0,1,0,1
9540-SJICFS-LU2,3,3,1,25,18,6,0,1,0,45,6.6,1.37214,1.59786,1,1,8,6,2,0,0,1,2,1,1,24.8,36,,0,1,1,8,10,405.62,0,9,8.1,82.5,1,29.55,195.85,0,0,0,0,0,0,0,4,0,0,0,0,1,24,1,1,0,0,0
2274-UGYWSN-SL3,2,3,0,57,14,3,0,25,0,293,20.8,10.908976,50.035024,0,1,4,6,0,0,0,1,1,1,0,96.6,24,,1,0,4,39,13,990.23,1,72,43.1,3031.9,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,22,1,0,0,0,1
