Region,TownSize,Gender,Age,EducationYears,JobCategory,EmploymentLength,HouseholdIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,Telecommute,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonthly,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,equivalence_class,re_identification_risk,scenario_one,scenario_two,scenario_three,scenario_four
5,4,1,64 and Over,12 - 16,2,5 and Under,10 - 40,4.45989075489787,0.34771066206247536,0.8462677286098426,0,1,2,5,0,0,0,0,0,-1,-1,-1.171751689543928,32,,0,3,28.529680252803956,18,406.75,0,53,9.75,480.9,0,0.0,0.0,1,0,0.0,0.0,1,1,0,2,1,0,0,0,1,21,1,1,0,0,0,5-4-1-12 - 16-2,0.0625,0.01171875,0.01875,0.0215625,0.0625
5,4,0,64 and Over,16 and Over,6,20 - 25,10 - 40,3.6350553005194337,0.07697676018322464,0.5375653790659656,0,0,1,0,0,0,0,0,3,1,0,16.438429597671185,29,,0,4,20.79140935714832,8,189.64,0,41,12.95,567.5,1,75.4,2901.7,1,1,119.1,4748.9,1,1,1,4,1,1,1,1,1,19,1,1,1,1,0,5-4-0-16 and Over-6,0.25,0.046875,0.075,0.08625,0.25
3,5,1,54 - 64,6 - 12,2,5 - 10,10 - 40,6.385255309652214,1.400203062585624,-0.7038351723056538,0,0,1,1,1,0,0,1,3,0,1,17.992611473597517,31,,0,5,26.24252113893754,10,185.38,1,54,13.3,706.1,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,1,1,1,1,0,15,0,0,0,0,0,3-5-1-6 - 12-2,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
5,4,1,34 - 44,12 - 16,6,5 - 10,10 - 40,8.460070153733,1.4019480486575768,0.2862955806829733,1,1,2,1,0,1,0,1,1,1,1,10.82977452550504,14,,0,2,2.4524651835879228,10,171.84,1,14,3.1,37.6,1,37.4,492.05,1,1,22.9,277.1,1,1,0,2,1,0,1,1,1,20,1,1,1,0,0,5-4-1-12 - 16-6,0.1111111111111111,0.020833333333333332,0.03333333333333333,0.03833333333333333,0.1111111111111111
4,1,1,24 - 34,12 - 16,1,5 and Under,10 - 40,3.861002744726669,1.1184995998583258,2.502323098593485,0,0,2,0,0,0,0,1,4,1,0,15.547169317086077,16,,0,3,15.25378429410844,4,98.52,0,54,20.9,1139.15,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,20,0,1,0,0,0,4-1-1-12 - 16-1,0.08333333333333333,0.015625,0.024999999999999998,0.028749999999999998,0.08333333333333333
2,1,1,54 - 64,12 - 16,5,30 and Over,80 - 120,4.450394563884887,1.9720465136674323,2.1836181070783476,0,0,1,8,0,0,0,0,3,1,0,38.23044957874562,27,,1,4,31.285010615365152,15,466.51,1,65,33.45,2100.55,1,55.25,3659.05,1,1,77.4,4934.2,1,1,1,2,1,1,1,1,1,15,1,0,1,1,1,2-1-1-12 - 16-5,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
2,4,1,54 - 64,16 and Over,2,5 - 10,40 - 80,10.15422905067934,4.127881998227128,3.767441868094655,0,1,2,6,0,0,0,0,0,-1,-1,-1.3932518839924852,32,,1,4,20.354088609377026,5,63.51,1,33,7.35,283.8,0,0.0,0.0,1,1,27.15,966.4,0,1,1,0,1,1,1,1,0,16,0,0,0,0,0,2-4-1-16 and Over-2,0.125,0.0234375,0.0375,0.043125,0.125
4,5,0,34 - 44,16 and Over,3,5 and Under,40 - 80,7.362555474622574,0.5655624390815657,2.9871778484928853,0,0,1,0,0,0,0,0,0,-1,-1,-1.2910445287120393,20,,1,2,5.440584627948529,11,224.36,1,30,12.6,375.95,1,41.65,1201.75,1,1,29.15,791.35,1,1,1,1,1,1,1,1,0,21,1,0,1,1,0,4-5-0-16 and Over-3,0.5,0.09375,0.15,0.1725,0.5
5,4,1,34 - 44,6 - 12,1,5 - 10,40 - 80,2.627223690985613,0.10450337497308265,1.2963125360419718,0,1,2,0,0,0,0,1,4,1,1,36.743477600234435,25,,1,2,25.12000199529037,8,287.96,1,55,10.1,582.15,0,0.0,0.0,1,1,47.75,2577.75,1,1,1,1,1,1,1,1,1,14,1,1,1,0,1,5-4-1-6 - 12-1,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
2,1,0,34 - 44,12 - 16,2,5 and Under,10 - 40,12.41219640362519,2.0036998932627825,1.1566747504663892,1,0,1,7,0,0,0,1,3,1,1,13.535069779940976,17,,0,4,16.39210317964558,9,306.79,0,28,9.65,271.85,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,13,1,0,1,0,0,2-1-0-12 - 16-2,0.047619047619047616,0.008928571428571428,0.014285714285714284,0.016428571428571428,0.047619047619047616
3,1,1,44 - 54,6 - 12,1,10 - 15,80 - 120,11.178922762129192,4.460537831576651,4.511741895699517,0,1,2,0,0,0,0,1,3,1,0,37.9890688659687,11,,1,3,4.212868437328578,10,599.03,1,5,4.8,22.2,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3-1-1-6 - 12-1,0.08333333333333333,0.015625,0.024999999999999998,0.028749999999999998,0.08333333333333333
2,2,1,54 - 64,16 and Over,3,10 - 15,160 - 200,6.955030465340021,5.072443069670093,3.7574203844191185,0,0,3,2,0,2,0,1,2,1,0,82.1950056684277,21,,1,3,11.757398868946566,4,115.16,0,29,5.35,127.7,0,0.0,0.0,1,1,51.6,1428.15,1,1,0,1,1,1,1,1,1,11,1,1,0,1,0,2-2-1-16 and Over-3,0.3333333333333333,0.0625,0.09999999999999999,0.11499999999999999,0.3333333333333333
1,1,0,44 - 54,16 and Over,1,5 - 10,80 - 120,4.998197128261189,0.6501034679727183,2.380851221266467,0,0,1,1,0,1,0,0,2,1,0,36.68624188443614,26,,1,4,12.643983466337959,6,153.58,0,32,4.75,149.5,1,32.5,1009.0,0,1,25.4,810.85,1,0,1,1,0,0,0,0,1,18,1,1,1,0,1,1-1-0-16 and Over-1,0.03571428571428571,0.006696428571428571,0.010714285714285713,0.01232142857142857,0.03571428571428571
2,2,0,24 - 34,16 and Over,6,5 and Under,10 - 40,7.600074169035894,1.4120894514390814,0.9330931054661095,1,0,1,1,0,0,1,1,0,-1,-1,-1.9872572536905733,27,,1,1,15.643347754837563,8,100.19,1,34,7.4,198.75,1,47.2,1628.85,1,1,48.35,1578.6,1,1,1,4,1,1,0,1,1,19,1,1,1,0,0,2-2-0-16 and Over-6,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
4,5,1,24 - 34,16 and Over,1,5 and Under,10 - 40,22.772044763889582,0.6749106294554812,3.125201403679667,0,0,3,3,1,1,0,1,0,-1,-1,-4.126223921048354,29,,0,3,3.332369895186398,16,305.86,1,8,5.25,33.75,1,40.85,289.85,0,1,43.2,287.05,1,1,1,4,0,1,1,1,1,22,1,1,1,1,0,4-5-1-16 and Over-1,0.1111111111111111,0.020833333333333332,0.03333333333333333,0.03833333333333333,0.1111111111111111
2,5,1,54 - 64,6 - 12,1,20 - 25,40 - 80,13.548389529889228,0.9993752640994644,8.828110105103756,0,0,1,1,0,1,0,1,1,1,1,20.04874594203461,35,,0,2,35.261713613741776,14,459.17,1,71,56.25,3883.35,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2-5-1-6 - 12-1,0.3333333333333333,0.0625,0.09999999999999999,0.11499999999999999,0.3333333333333333
1,1,1,64 and Over,12 - 16,4,30 and Over,300 and Over,7.931935576265833,9.690885506251,10.88238867815053,0,1,3,0,0,0,0,1,1,1,1,84.11095395724251,22,,1,4,35.56240011354991,8,569.44,0,69,20.9,1556.3,0,0.0,0.0,1,1,33.3,2323.8,0,1,0,0,1,1,1,1,0,17,0,0,1,1,1,1-1-1-12 - 16-4,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
5,5,0,54 - 64,16 and Over,3,15 - 20,80 - 120,1.67131127503115,0.8668697463829689,2.2325371338737483,0,0,1,5,1,4,0,1,2,1,0,44.711958981447985,39,,1,3,29.422212298992626,12,580.33,0,57,11.05,604.55,1,67.15,3679.45,1,1,92.1,5146.6,1,1,1,4,1,1,1,1,1,20,1,1,1,1,1,5-5-0-16 and Over-3,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
5,2,1,24 - 34,6 - 12,1,5 and Under,10 - 40,6.26583822787047,0.9247908858869871,-0.023049917086780836,0,1,4,5,0,0,1,1,4,0,1,14.527711282057364,31,,0,3,6.1093409090610455,7,155.85,1,36,7.45,256.3,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,5-2-1-6 - 12-1,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
5,3,0,24 - 34,16 and Over,2,5 and Under,40 - 80,18.170788284297654,2.132475600522668,4.1083852409733135,1,0,3,9,0,0,0,0,2,1,0,24.432775811811627,29,,1,2,4.772941681346735,10,280.46,1,14,6.2,84.75,1,32.4,433.3,0,1,21.0,277.95,1,0,0,1,1,1,1,1,1,10,1,1,0,0,0,5-3-0-16 and Over-2,0.09090909090909091,0.017045454545454544,0.02727272727272727,0.031363636363636364,0.09090909090909091
3,3,0,64 and Over,6 - 12,1,20 - 25,160 - 200,4.719394270392808,1.5448520916413642,4.500224424081856,0,0,1,0,0,0,0,0,2,1,1,83.12809371836767,18,,0,4,30.478127267884123,8,320.21,0,68,33.4,2380.75,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,1,1,1,1,0,14,0,0,0,0,1,3-3-0-6 - 12-1,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
1,1,1,54 - 64,16 and Over,5,20 - 25,120 - 160,3.324679238032083,2.083586599325198,2.3567462026247146,0,1,2,0,0,0,0,1,2,1,0,58.86057243523342,19,,0,1,32.82878851883508,15,673.96,0,69,30.8,2207.9,0,0.0,0.0,1,1,28.2,1841.0,1,1,1,3,1,1,1,0,0,16,1,0,0,0,1,1-1-1-16 and Over-5,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
3,4,0,24 and Under,12 - 16,1,5 and Under,10 - 40,8.61969817855048,0.1352096872609345,1.3883063445442985,1,0,1,0,0,0,0,0,3,1,0,7.921492582764328,28,,0,2,1.7295686065652545,12,279.27,1,27,4.1,112.6,1,24.15,629.4,1,0,0.0,0.0,0,0,0,4,0,0,0,0,1,18,1,1,1,0,0,3-4-0-12 - 16-1,0.125,0.0234375,0.0375,0.043125,0.125
4,1,1,24 and Under,12 - 16,2,5 and Under,10 - 40,7.288364669463657,1.8034688558856624,-1.144963174710612,0,1,6,0,0,0,0,0,0,-1,-1,0.1510449360903967,17,,1,2,1.7438937826230105,4,61.05,0,11,9.95,101.4,0,0.0,0.0,1,1,64.8,658.95,0,1,1,3,1,1,1,1,0,14,1,0,0,1,1,4-1-1-12 - 16-2,0.1,0.018750000000000003,0.03,0.034499999999999996,0.1
4,3,0,64 and Over,6 - 12,1,15 - 20,10 and Under,2.5247262728200117,0.12113682313736676,0.15627852772144007,0,0,1,3,0,3,0,0,2,0,0,3.3890244296208016,27,,0,5,31.162407836499217,16,305.76,0,59,8.15,501,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,4-3-0-6 - 12-1,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
2,1,0,24 - 34,16 and Over,1,5 and Under,10 - 40,1.5366905160881488,0.11948374398389955,0.2247725856331393,0,0,1,0,0,0,0,1,6,1,1,13.475682730740282,31,,1,1,0.6977248330845088,12,1019.22,1,2,5.55,13.15,1,33.2,25.45,1,1,24.1,14.6,0,1,1,3,1,0,1,1,1,22,1,1,0,1,0,2-1-0-16 and Over-1,0.125,0.0234375,0.0375,0.043125,0.125
4,4,1,24 - 34,16 and Over,6,5 and Under,40 - 80,11.565593306816725,0.6280407390379333,4.637826871720889,0,1,2,1,0,1,0,1,3,1,1,26.040526177647738,32,,1,4,13.867626565253762,14,325.03,0,48,7.8,418.8,1,25.25,1109.2,1,0,0.0,0.0,0,0,0,2,0,0,0,0,1,16,1,1,1,0,0,4-4-1-16 and Over-6,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
5,2,1,24 - 34,16 and Over,2,5 and Under,10 - 40,11.02428952704945,0.821136375941277,2.522779524180055,0,1,3,2,2,0,0,1,2,1,1,13.615914563258091,20,,1,4,6.671110410786861,12,254.64,0,48,11.35,516.45,1,45.5,2184.05,1,1,47.7,2211.3,1,0,1,4,0,0,0,1,1,17,1,1,1,0,1,5-2-1-16 and Over-2,0.1,0.018750000000000003,0.03,0.034499999999999996,0.1
2,3,1,54 - 64,12 - 16,1,15 - 20,200 - 250,5.507721685005548,3.980914877330129,6.107478328281259,0,0,1,1,1,0,0,0,2,1,0,90.82987178942923,27,,1,4,29.418238861810046,8,354.01,1,62,7.6,448.5,1,36.2,2190.05,1,1,24.0,1462.55,1,0,0,4,0,0,0,0,0,15,1,0,0,0,1,2-3-1-12 - 16-1,0.1111111111111111,0.020833333333333332,0.03333333333333333,0.03833333333333333,0.1111111111111111
4,5,0,24 and Under,6 - 12,6,5 and Under,10 - 40,12.8050534862565,0.8639100615228998,1.4896998428626322,1,0,3,1,0,1,0,1,1,1,1,9.92554322020637,22,,0,3,0.713833621960222,7,140.73,0,8,3.65,29.7,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,4-5-0-6 - 12-6,0.25,0.046875,0.075,0.08625,0.25
2,1,0,24 and Under,12 - 16,6,5 and Under,10 - 40,1.0393158371053046,-0.19044326486903548,-0.8324899953953148,0,1,4,8,0,0,0,1,0,-1,-1,-1.1767597011214892,16,,1,2,4.196143326939852,4,79.57,0,22,11.8,247.45,0,0.0,0.0,1,1,46.35,958.45,1,1,0,0,1,1,1,1,1,12,0,0,0,1,0,2-1-0-12 - 16-6,0.125,0.0234375,0.0375,0.043125,0.125
4,4,0,24 - 34,12 - 16,1,5 and Under,120 - 160,19.210870647682825,9.62032620713117,14.31573342867311,1,0,1,0,0,0,0,1,6,1,1,72.26963468838582,20,,1,4,16.887327419371207,12,358.46,0,41,8.65,341.5,1,35.35,1370.0,1,0,0.0,0.0,0,0,0,3,0,1,0,0,1,21,1,1,1,0,0,4-4-0-12 - 16-1,0.07692307692307693,0.014423076923076924,0.023076923076923078,0.02653846153846154,0.07692307692307693
1,1,0,24 - 34,16 and Over,2,5 and Under,10 - 40,3.9974793990230646,0.40440290946274315,2.7663673118481897,1,1,6,2,2,0,0,1,1,1,0,14.212055163762518,22,,0,3,8.477804269467775,8,259.44,1,45,12.2,516.55,1,33.15,1418.2,1,0,0.0,0.0,0,0,0,1,0,0,1,0,1,23,1,0,0,0,0,1-1-0-16 and Over-2,0.034482758620689655,0.00646551724137931,0.010344827586206896,0.01189655172413793,0.034482758620689655
4,4,1,24 and Under,12 - 16,2,5 and Under,40 - 80,14.377859408945902,-0.30178083397963884,3.3730330979783374,0,0,4,7,0,0,0,1,2,1,1,22.57915564240106,35,,0,3,1.8783775455140517,8,238.35,0,16,4.85,82.15,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,4-4-1-12 - 16-2,0.06666666666666667,0.0125,0.02,0.023,0.06666666666666667
1,4,1,44 - 54,12 - 16,2,5 and Under,10 - 40,18.44324589767021,1.3134910523309677,2.5397010981067725,0,0,3,7,1,0,0,0,3,0,1,10.86429458181859,24,,0,3,23.91786717216286,10,223.35,0,57,15.7,866.5,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,1,1,1,0,0,18,0,1,0,0,1,1-4-1-12 - 16-2,0.1111111111111111,0.020833333333333332,0.03333333333333333,0.03833333333333333,0.1111111111111111
3,1,0,64 and Over,6 - 12,3,15 - 20,10 and Under,11.137059242750007,0.8970082626115597,1.128218267051014,0,0,1,9,1,0,0,1,2,0,1,3.8891210361134765,12,,0,3,38.51533633267535,13,284.04,1,72,39.65,3064.25,0,0.0,0.0,1,0,0.0,0.0,1,0,0,2,0,0,0,0,0,27,1,1,1,0,1,3-1-0-6 - 12-3,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
5,4,0,54 - 64,16 and Over,1,10 - 15,40 - 80,5.356332756600703,0.4936730931972226,4.550744731556488,0,1,2,0,0,0,0,1,3,1,0,28.243906615513378,24,,0,1,24.992606977113333,9,749.61,1,43,13.55,516.35,1,46.2,1861.6,1,1,42.4,1854.7,1,1,0,2,1,1,1,0,1,15,1,0,1,0,1,5-4-0-16 and Over-1,0.06666666666666667,0.0125,0.02,0.023,0.06666666666666667
2,1,1,44 - 54,16 and Over,5,15 - 20,250 - 300,4.7732290794586145,7.245078926188741,7.618487360290598,0,0,1,3,1,1,1,1,3,1,1,85.81246788127706,18,,1,4,31.29859977006836,14,393.98,1,69,24.8,1717.05,0,0.0,0.0,1,1,43.55,3012.05,1,0,0,2,1,1,1,1,0,20,1,0,1,0,1,2-1-1-16 and Over-5,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
5,2,1,24 and Under,12 - 16,2,5 and Under,10 - 40,3.122449577522879,0.1196185244140649,0.6641727631635596,0,1,2,0,0,0,0,1,3,1,0,13.029091037882807,23,,0,2,2.23859534563687,6,172.26,1,32,9.7,338.15,1,26.6,822.85,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,23,1,1,1,0,1,5-2-1-12 - 16-2,0.125,0.0234375,0.0375,0.043125,0.125
4,1,0,24 - 34,16 and Over,1,5 and Under,40 - 80,11.98568860076965,2.140317977218796,3.556138382847535,1,0,2,2,0,1,1,1,0,-1,-1,-1.4977557297783464,22,,1,1,12.365246663619978,15,1053.95,0,27,5.1,142.95,1,36.55,942.2,0,0,0.0,0.0,0,1,0,4,0,0,0,0,1,20,1,1,1,0,0,4-1-0-16 and Over-1,0.09090909090909091,0.017045454545454544,0.02727272727272727,0.031363636363636364,0.09090909090909091
4,1,0,24 and Under,12 - 16,1,5 and Under,10 - 40,4.63228402438634,0.05859827704888537,-0.3602905262251832,1,0,2,10,2,0,0,1,1,0,1,16.106237715153426,20,,0,1,5.335865403391899,6,364.69,1,22,9.6,195.4,1,47.65,1012.05,1,1,43.55,837.3,1,1,1,3,1,1,1,1,1,19,1,1,1,0,0,4-1-0-12 - 16-1,0.07692307692307693,0.014423076923076924,0.023076923076923078,0.02653846153846154,0.07692307692307693
1,1,1,44 - 54,12 - 16,2,5 and Under,10 - 40,3.3443833796835274,0.42244943697485726,0.1900359693782593,0,0,1,4,0,0,4,0,4,0,1,13.066065296121696,29,,0,4,17.015369803170557,13,257.41,1,36,13.9,467.55,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1-1-1-12 - 16-2,0.030303030303030304,0.005681818181818182,0.00909090909090909,0.010454545454545454,0.030303030303030304
3,2,1,54 - 64,12 - 16,1,5 - 10,40 - 80,5.77970055597552,0.30461610778406323,2.38806536149995,0,1,2,0,0,0,0,1,1,1,1,57.571967711939145,29,,1,2,29.975318123895523,13,669.03,1,61,8.8,556.6,1,23.35,1377.75,1,0,0.0,0.0,0,0,0,1,0,0,0,0,0,18,1,0,1,0,0,3-2-1-12 - 16-1,0.06666666666666667,0.0125,0.02,0.023,0.06666666666666667
2,3,0,24 - 34,12 - 16,1,5 and Under,40 - 80,20.21781968616221,1.381271263369904,10.929651905923759,0,1,4,0,0,0,0,1,0,-1,-1,-2.434069701321968,25,,0,4,12.266268025088918,10,318.48,1,65,12.7,776.55,1,53.55,3343.9,1,1,64.15,4092.35,1,1,1,3,1,1,1,1,1,27,1,1,1,1,1,2-3-0-12 - 16-1,0.07142857142857142,0.013392857142857142,0.021428571428571425,0.02464285714285714,0.07142857142857142
4,3,1,34 - 44,12 - 16,1,5 and Under,10 - 40,6.145162020624793,0.06199011070719086,1.9199321078312135,0,0,1,3,0,3,0,1,1,1,1,17.95471920839274,38,,0,3,6.541237512388476,15,473.2,1,9,5.2,42.65,1,21.8,155.8,0,0,0.0,0.0,0,0,0,2,0,0,0,0,1,22,1,1,1,0,1,4-3-1-12 - 16-1,0.058823529411764705,0.011029411764705881,0.01764705882352941,0.02029411764705882,0.058823529411764705
5,4,1,34 - 44,12 - 16,3,10 - 15,40 - 80,3.8561075301563648,0.23681798653227867,1.7941308969685759,0,1,5,0,0,0,0,1,3,1,0,27.71353408560715,29,,1,1,12.559408091827162,15,477.57,0,33,8.25,249.95,0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,1,0,0,0,19,1,0,1,0,0,5-4-1-12 - 16-3,0.25,0.046875,0.075,0.08625,0.25
5,5,0,24 and Under,16 and Over,2,5 and Under,10 - 40,2.6617101625825232,0.48024360945122435,-0.486647504531335,0,0,1,2,0,2,0,1,2,1,0,6.7739634728780445,27,,1,1,6.57247090851974,9,309.81,1,41,12.25,466.95,1,63.6,2560.8,1,1,48.65,1952.25,1,1,1,4,1,1,0,1,1,15,1,1,1,1,1,5-5-0-16 and Over-2,0.041666666666666664,0.0078125,0.012499999999999999,0.014374999999999999,0.041666666666666664
3,4,0,44 - 54,12 - 16,2,5 and Under,10 - 40,0.0789382048752092,0.7135793960979189,-0.07546613464838137,0,1,6,2,1,1,0,1,2,1,0,13.590867890939585,25,,0,1,16.947263167796272,13,426.5,0,48,9.1,454.15,0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,1,22,1,0,1,0,1,3-4-0-12 - 16-2,0.06666666666666667,0.0125,0.02,0.023,0.06666666666666667
2,4,1,44 - 54,16 and Over,1,5 and Under,80 - 120,8.204283010857868,4.026135931504608,5.200357583647035,0,0,1,2,2,0,0,1,2,1,0,41.936883306444564,30,,0,4,23.30975724967867,11,680.89,1,54,11.85,634.4,0,0.0,0.0,1,1,32.05,1666.0,1,1,0,1,1,1,1,1,0,25,1,0,1,0,0,2-4-1-16 and Over-1,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
4,1,1,24 - 34,12 - 16,6,5 - 10,40 - 80,3.0013801920969767,1.7174167589867027,1.845164618805464,0,0,2,1,0,1,0,1,1,1,1,25.551309888470726,37,,1,3,6.880933222540221,9,155.59,1,17,3.95,77.3,0,0.0,0.0,1,1,22.3,368.65,0,1,1,0,1,1,1,1,0,16,0,1,0,0,0,4-1-1-12 - 16-6,0.25,0.046875,0.075,0.08625,0.25
1,1,0,44 - 54,12 - 16,6,5 - 10,10 - 40,2.835451749397193,0.45442828265134105,1.2560551634163488,0,1,2,0,0,0,0,1,1,1,0,14.877366735227785,24,,1,2,26.8464406776766,8,111.15,0,54,10.7,582.15,0,0.0,0.0,1,1,32.7,1671.3,1,1,0,2,1,1,1,1,1,19,1,0,1,1,0,1-1-0-12 - 16-6,0.07692307692307693,0.014423076923076924,0.023076923076923078,0.02653846153846154,0.07692307692307693
4,2,0,24 - 34,16 and Over,2,5 and Under,10 - 40,4.008231528930465,0.8678029829136883,0.9175470616940276,0,0,1,1,0,1,0,0,2,1,0,19.165043013815954,25,,1,4,7.8901227406731,16,335.05,0,19,9.3,172.5,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,21,0,0,1,0,0,4-2-0-16 and Over-2,0.09090909090909091,0.017045454545454544,0.02727272727272727,0.031363636363636364,0.09090909090909091
2,1,1,24 - 34,16 and Over,4,5 and Under,10 - 40,2.6287052887737064,0.718770697871303,0.8459501326575016,1,1,4,2,0,2,0,0,3,0,1,11.275597986610677,28,,0,2,8.26524418440362,11,248.44,1,21,6.2,114.7,1,30.45,595.55,0,0,0.0,0.0,0,0,0,2,0,1,0,0,0,23,1,1,0,0,0,2-1-1-16 and Over-4,0.3333333333333333,0.0625,0.09999999999999999,0.11499999999999999,0.3333333333333333
3,3,0,24 - 34,16 and Over,6,5 and Under,10 - 40,2.4136957039610123,0.1077219399408979,0.0072958607635010275,0,1,5,1,1,0,0,1,2,1,1,12.14836011570958,30,,0,4,7.170607063115388,6,167.28,1,20,11.3,234.65,0,0.0,0.0,1,1,31.5,613.9,0,1,1,1,1,1,1,1,0,30,1,1,1,0,0,3-3-0-16 and Over-6,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
1,1,0,64 and Over,12 - 16,6,30 and Over,10 - 40,12.460585365609788,0.737493848473908,2.0347025344941905,0,1,2,10,1,0,2,1,1,0,0,16.66351128708477,23,,1,1,39.64378861482135,8,260.54,1,72,49.2,3635.15,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0,0,1,15,0,0,1,0,1,1-1-0-12 - 16-6,0.07692307692307693,0.014423076923076924,0.023076923076923078,0.02653846153846154,0.07692307692307693
5,4,0,64 and Over,12 - 16,2,5 - 10,40 - 80,24.097411709386222,2.926582079783109,11.71547913911743,0,0,1,6,0,0,0,1,3,1,0,29.132453740899077,30,,1,2,23.768661343371488,9,672.65,0,57,18.35,1124.4,0,0.0,0.0,1,0,0.0,0.0,1,0,0,1,0,0,0,0,0,14,1,0,0,0,1,5-4-0-12 - 16-2,0.047619047619047616,0.008928571428571428,0.014285714285714284,0.016428571428571428,0.047619047619047616
3,1,0,24 - 34,16 and Over,2,5 and Under,120 - 160,16.15321705683369,11.330748109788903,10.055208112805916,1,0,1,5,0,1,3,1,5,1,1,63.92202451550635,19,,1,3,1.7426139532378102,11,737.46,0,10,3.95,45.1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3-1-0-16 and Over-2,0.0625,0.01171875,0.01875,0.0215625,0.0625
1,1,0,24 and Under,12 - 16,2,5 and Under,10 - 40,20.526368861659975,1.0810983313095626,3.916930958097002,1,0,2,2,2,0,0,1,2,1,0,6.5638498419312485,28,,0,3,-0.42943271612539763,14,373.13,1,1,13.2,13.2,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,1-1-0-12 - 16-2,0.037037037037037035,0.006944444444444444,0.01111111111111111,0.012777777777777777,0.037037037037037035
2,4,0,64 and Over,12 - 16,3,15 - 20,40 - 80,10.234707314337808,-0.008159480089669602,3.724905973167011,0,1,2,1,1,0,0,1,0,-1,-1,-1.4094633989471832,35,,1,1,28.15160250521002,16,456.62,0,58,16.0,858.6,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,1,1,1,1,0,21,0,0,0,0,1,2-4-0-12 - 16-3,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
2,3,0,34 - 44,6 - 12,1,10 - 15,80 - 120,5.659949389161816,4.48167636101199,3.860382837432578,0,1,5,0,0,0,0,1,0,-1,-1,-0.709966583577317,33,,1,2,15.781321226446478,10,360.99,0,44,17.15,761.75,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,1,1,1,1,0,31,0,0,0,0,0,2-3-0-6 - 12-1,0.3333333333333333,0.0625,0.09999999999999999,0.11499999999999999,0.3333333333333333
